Model,Model Family,Model Size (B),Pretraining Data Size (T),FLOPs (1E21),MMLU,ARC-C,HellaSwag,Winograd,TruthfulQA,GSM8K,XWinograd,HumanEval,Company,Release Date,MMLU-ours,platform,Unnamed: 17,Unnamed: 18,Unnamed: 19,0_1404_brier,0_1404_san,1404_2808_brier,1404_2808_san,2808_4212_brier,2808_4212_san,4212_5616_brier,4212_5616_san,5616_7021_brier,5616_7021_san,7021_8425_brier,7021_8425_san,8425_9829_brier,8425_9829_san,9829_11233_brier,9829_11233_san,11233_12637_brier,11233_12637_san,12637_14042_brier,12637_14042_san,acc,brier,san
Qwen/Qwen1.5-32B,Qwen1.5,32.0,4.0,768.0,0.742996128,0.635665529,0.850029875,0.814522494,0.573944434,0.611068992,0.791176059,0.420731707,alibaba,202402.0,,,,,,0.14869287837313844,0.996347074656331,0.21860509863573138,0.9965927275717383,0.20731831586933014,0.9968696459665258,0.17749025955035513,0.9969637248682861,0.16343833744871764,0.9968518737720338,0.17754008872162305,0.9970863382214223,0.2048402733829298,0.9968828028254436,0.2517312647805713,0.996778227435021,0.2795973577999232,0.9960436630273694,0.3522613264037363,0.9953627595297012,0.734297108673978,0.2181571743213346,0.9965778167645789
Qwen/Qwen1.5-14B,Qwen1.5,14.0,4.0,336.0,0.693602647,0.565699659,0.810794662,0.73480663,0.520609239,0.676269901,0.777502468,0.396341463,alibaba,202402.0,,,,,,0.19202294551866958,0.997060356116918,0.24350520236151174,0.9980407171989116,0.24005626010617248,0.9981966761839428,0.2249480043567396,0.9979149725686868,0.2170896796992279,0.9976736671118535,0.23823335487867017,0.9978713866610204,0.2512741447710458,0.9980248152292236,0.30117447911234996,0.9977888977009245,0.3424855946462458,0.9969329804721947,0.43673196701688133,0.9969125968453528,0.679532830081185,0.2687604467761798,0.9976416569614752
Qwen/Qwen1.5-7B,Qwen1.5,7.0,4.0,168.0,0.619700217,0.541808874,0.785102569,0.712707182,0.51082277,0.53525398,0.752361398,0.347560976,alibaba,202402.0,0.604828372,rllab,,,,0.263305102027693,0.9970905101927227,0.31565134607377343,0.9981029485156425,0.3113069556464247,0.9981372455709305,0.2713885445260689,0.9977276980462034,0.26465876213922024,0.9976499947027957,0.27146591984203977,0.9977130127843657,0.31306349077385665,0.9979356890394723,0.3590391319194943,0.9977467072828753,0.40638478117184235,0.9972152132806772,0.469067852404463,0.9971531095338255,0.6048283720267769,0.32453921772507394,0.9976471779055188
Qwen/Qwen1.5-4B,Qwen1.5,4.0,2.4,57.6,0.565235196,0.484641638,0.715793667,0.662194159,0.472731898,0.522365428,0.688785439,0.262195122,alibaba,202402.0,0.5526278308,rllab,,,,0.3086419545874417,0.99728564727909,0.3488995147212501,0.997546165423112,0.3452578930395358,0.997467937854453,0.33033923180922303,0.997825904303065,0.32368066749463575,0.9975328721215423,0.32785620042241786,0.9974952283825735,0.3576785164952855,0.9977050898831654,0.3761097095680842,0.9975534865404377,0.4640009802221886,0.9972779119748755,0.5214359429429347,0.9970300159568938,0.5526278307933343,0.3703974914456494,0.997471998827361
Qwen/Qwen1.5-1.8B,Qwen1.5,1.8,2.4,25.92,0.467083853,0.37883959,0.614220275,0.602999211,0.394278142,0.3358605,0.643824663,0.182926829,alibaba,202402.0,0.4600484262,rllab,,,,0.40815673734437485,0.9966868868057652,0.4143562695028241,0.9967157832107146,0.41407545088972053,0.9966348675725032,0.4158886399567298,0.9969106477196639,0.40836045232337265,0.9967015656362416,0.40062719570181893,0.9967188250908126,0.4300615743713267,0.9966393239165471,0.44838447096472667,0.9965611386512866,0.5110601779113924,0.9960732476640256,0.5613213221954998,0.9965861674420728,0.4600484261501211,0.44123544071825094,0.9966228483650071
Qwen/Qwen1.5-0.5B,Qwen1.5,0.5,2.4,7.2,0.393533408,0.314846416,0.490539733,0.572217837,0.382992684,0.163002274,0.575621493,0.115853659,alibaba,202402.0,0.3886198547,rllab,,,,0.44740064300669796,0.9948897957625135,0.48852958621350945,0.9955341056448413,0.48576330392201156,0.9954768489734179,0.47964202231659225,0.9958110520103232,0.4717913070006942,0.995934771907407,0.4776596515362119,0.995691691267437,0.49559020311803037,0.9956407237552719,0.5166244464014221,0.9954196192161979,0.5409806725608981,0.9950299235275775,0.5699684092687147,0.9949247782094297,0.38861985472154964,0.4973983694758822,0.9954353302361088
Qwen/Qwen-72B,Qwen,72.0,3.0,1296.0,0.773737575,0.651877133,0.85939056,0.824782952,0.601910952,0.704321456,0.828731413,0.37195122,alibaba,202311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen-14B,Qwen,14.0,3.0,252.0,0.677042803,0.582764505,0.839872535,0.767955801,0.494329446,0.589840788,0.791508524,0.353658537,alibaba,202309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen-7B,Qwen,7.0,2.4,100.8,0.598387921,0.513651877,0.784704242,0.72691397,0.477859305,0.449583017,0.734576728,0.317073171,alibaba,202308.0,0.5828941746,rllab,,,,0.29811993868599906,0.9973460925169407,0.3303423872552927,0.9978450459539271,0.33672082202364917,0.9978290493169,0.30582710449731754,0.9978003820426852,0.2968782433233262,0.9976937993865349,0.30258233192808914,0.9977181114112529,0.33998454842037673,0.9977749557643854,0.3778129249030731,0.9976418299866228,0.4356921459002689,0.9975415416341369,0.4840254070696764,0.997017307602202,0.5828941746190002,0.35080423320583154,0.9976207737808997
mistralai/Mistral-7B-v0.1,Mistral,7.3,,,0.641644838,0.599829352,0.833100976,0.786108919,0.421531711,0.370735406,0.781857102,0.274390244,mistral,202309.0,0.62590799,rllab,,,,0.22485636944245077,0.9939379932387857,0.2751537744063845,0.9942793444748995,0.2905880743716928,0.9941973403560662,0.26670759696914276,0.9943765228249825,0.2705887891868241,0.9940739259207197,0.2723723610865398,0.9933796552832714,0.3073711582223746,0.9936292187562792,0.371536299298023,0.9929760548416633,0.4200783660514337,0.993249800700777,0.49297385036880226,0.993795695497948,0.62590799031477,0.3192315741605386,0.9937895758782651
mistralai/Mixtral-8x7B-v0.1,Mixtral,45.0,,,0.718783933,0.663822526,0.864568811,0.816890292,0.46805433,0.576194086,0.800190967,0.335365854,mistral,202312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-ai/Yi-6B,Yi,6.0,3.0,108.0,0.641070914,0.555460751,0.765684127,0.741910024,0.419616075,0.121304018,0.723879126,0.158536585,01-ai,202311.0,0.6344537815,bdsrc,,,,0.2520497436784363,0.9908233139505854,0.2923617769984412,0.9921152594134818,0.28590202494538874,0.9919690248099177,0.2803283674111942,0.9919030983414963,0.2669003445278294,0.9921523566996054,0.2656037151003616,0.991763436023868,0.2974359594355248,0.9919195892781683,0.3469381916477243,0.9917508672096322,0.38634078207280215,0.9908216224868865,0.4230146176277806,0.9907045653519538,0.634453781512605,0.3096925758353248,0.9915922900190868
01-ai/Yi-34B,Yi,34.0,3.0,612.0,0.763515673,0.645904437,0.856901016,0.830307814,0.562308393,0.506444276,0.795640491,0.268292683,01-ai,202311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google/gemma-7b,Gemma,7.0,6.0,252.0,0.660274573,0.610921502,0.824736108,0.784530387,0.449054884,0.527672479,0.783899856,0.335365854,google,202402.0,0.6509756445,bdsrc,,,,0.23458397125408703,0.9956246335014017,0.2671882400371242,0.9964166717527856,0.267972997157599,0.9964313741015505,0.27689986820562656,0.9965640900629158,0.2724539245260133,0.9964905294259233,0.25939873066672126,0.9962829719079457,0.28498036869019233,0.9961818251028108,0.3557812366842357,0.9960886600629142,0.3642589498838541,0.995676519659713,0.45084054763856307,0.995662049338683,0.6509756444950862,0.30344417450881295,0.9961419231421267
google/gemma-2b,Gemma,2.0,6.0,72.0,0.417731464,0.483788396,0.71768572,0.662983425,0.330844343,0.169067475,0.709318357,0.231707317,google,202402.0,0.4119071357,bdsrc,,,,0.47195760664316144,0.9953346326132497,0.466116987767787,0.9959151794310755,0.47505946918697617,0.9960519204747194,0.47352061318863825,0.9960105728491754,0.4745057892085,0.9960026740648865,0.4824123833403547,0.9958179378727195,0.5079110410232623,0.9959581727591267,0.5203399915117035,0.9960418216926898,0.5402989452575263,0.9952727052157934,0.5506844158365443,0.9951861855705769,0.4119071357356502,0.4962830479509429,0.9957591567890205
tiiuae/falcon-180B,Falcon,180.0,3.5,3780.0,0.695866104,0.691979522,0.88886676,0.868981847,0.451569509,0.459438969,0.844553352,,tiiuae,202309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tiiuae/falcon-40b,Falcon,40.0,1.0,240.0,0.569797005,0.619453925,0.852818164,0.812943962,0.417169225,0.214556482,0.784630576,,tiiuae,202309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tiiuae/falcon-7b,Falcon,7.0,1.5,63.0,0.277854702,0.478668942,0.781318462,0.723756906,0.342638255,0.046247157,0.717572363,,tiiuae,202309.0,0.2707591511,bdsrc,,,,0.546904681768536,0.9944409670973565,0.5366763154797946,0.9946021188636163,0.5362619680047517,0.994507209278889,0.5318015622128446,0.9947631076368514,0.5365438396531029,0.9946821652960757,0.5515299314103617,0.9946955732011046,0.5567058853876299,0.994596556276437,0.5587685117414984,0.9943747970284734,0.5858971257397058,0.9942182799297782,0.6470399030642133,0.9944659566957733,0.27075915111807436,0.558817669625979,0.9945346787404444
tiiuae/falcon-rw-1b,Falcon,1.0,0.35,2.1,0.252803188,0.350682594,0.635630353,0.620363062,0.35955599,0.005307051,0.535498701,,tiiuae,202307.0,0.2507477567,bdsrc,,,,0.5720260183639758,0.9884395999713547,0.5416013294454639,0.9896877354533883,0.5434399960622612,0.9894871756360561,0.5400812009304158,0.9896127304050836,0.552274319447456,0.9897073017620275,0.5565191645616591,0.9896639541999915,0.5666794102443607,0.9896155149877592,0.574394463352236,0.9892951842681311,0.5951995268989162,0.9883056700960975,0.6409134210405247,0.9882265537432284,0.2507477567298106,0.5683169130913023,0.9892041082659097
microsoft/phi-2,Phi,2.7,1.4,22.68,0.579202667,0.610068259,0.749153555,0.73480663,0.442368784,0.549658832,0.526666391,0.493902439,miscrosoft,202306.0,0.5694345535,bdsrc,,,,0.29457756220752407,0.9961833407293371,0.33012052931059477,0.99731825833049,0.33068859435639525,0.9973095456867699,0.31766132860110974,0.9973721817224693,0.30294723220550435,0.9967109496423506,0.3106968608097471,0.9969971414976313,0.34597569296098074,0.9971860475654758,0.39160131082713556,0.99699142924377,0.4559677777749851,0.996306927838914,0.5262964971832131,0.9960245792239688,0.5694345534824099,0.3606610253529702,0.9968399728819544
microsoft/phi-1_5,Phi,1.3,0.15,1.17,0.438864678,0.529010239,0.637920733,0.722178374,0.408899386,0.124336619,0.511112784,0.341463415,miscrosoft,202306.0,0.4246546076,bdsrc,,,,0.3889142945678828,0.9950277723659127,0.425115038384996,0.9964899735236016,0.41054555650811475,0.9961706533167063,0.3994926908601222,0.9967000738402823,0.401618638748039,0.9957258231314342,0.43680352902207925,0.9955009154298307,0.47264682048757006,0.9964280879837641,0.5165644616127627,0.9960518089499637,0.562725529899727,0.9956323636781784,0.6201713601707546,0.9945588718350168,0.4246546076057542,0.46346654821583894,0.9958285366577223
EleutherAI/pythia-1b-deduped,Pythia,1.0,0.3,1.8,0.242710646,0.290955631,0.496514639,0.535911602,0.389393782,0.011372252,0.56099166,0.042682927,EleutherAI,202302.0,0.2493946731,bdsrc,,,,0.514561225129025,0.9802779938666376,0.5353568726060471,0.9835564994891361,0.5374593658642833,0.983497334030757,0.5368419738129723,0.9832756104918883,0.5445206824023398,0.9837214005041546,0.5612349800056933,0.9836398497353447,0.5794117630758615,0.9833030527430536,0.5924173364285967,0.983424292014149,0.5964179626635602,0.9817100227263393,0.6588346431894667,0.9808786050791529,0.24939467312348668,0.5657108040019486,0.9827284050420987
EleutherAI/pythia-410m-deduped,Pythia,0.41,0.3,0.738,0.259888196,0.248293515,0.412865963,0.543804262,0.409475786,0.0030326,0.536312165,0.012195122,EleutherAI,202302.0,0.2551630822,bdsrc,,,,0.4347671148776292,0.9640264089334827,0.5014607600437774,0.9694441461437514,0.5205000725998835,0.9689258520526937,0.5506954340786088,0.9681233110544695,0.5674710828254043,0.9674384618961084,0.5792184771354634,0.9681526991240842,0.5848887157503324,0.9674349382303975,0.5917772278311766,0.966445044961593,0.6256829777576606,0.9639283800803249,0.7067692572847646,0.9628720416505462,0.2551630821820253,0.5663331956330593,0.9666789113672176
EleutherAI/pythia-6.9b-deduped,Pythia,6.9,0.3,12.42,0.264809441,0.412969283,0.670483967,0.640883978,0.351945849,0.016679303,0.652470454,0.085365854,EleutherAI,202302.0,0.2605754166,bdsrc,,,,0.541198539926429,0.995944603913501,0.5485319603702448,0.9965389465460043,0.5485512407957981,0.9966404752487865,0.5555018939031736,0.9966907716687868,0.5599053057207742,0.9963928168817219,0.5555918134639273,0.9966171114295723,0.5589909251937848,0.9966967576261282,0.5523493593258664,0.9964896783969149,0.5733827684529254,0.995935890803593,0.6203004952435176,0.9954926962803752,0.2605754166073209,0.5614345140553798,0.9963439177340745
EleutherAI/pythia-2.8b-deduped,Pythia,2.8,0.3,5.04,0.267846374,0.362627986,0.60655248,0.602209945,0.355597823,0.008339651,0.639989047,0.048780488,EleutherAI,202302.0,0.2663438257,bdsrc,,,,0.5333409605076169,0.9912543712014797,0.5558769367940374,0.9912386330732914,0.5529279625793897,0.9911253261271086,0.5415343279436297,0.9916605100127895,0.5431430290238602,0.9914634510427549,0.5498387189931968,0.9919668280849908,0.5591615186126545,0.9917348004246926,0.5727755149921917,0.9912439018239876,0.578068566080721,0.9911596819516766,0.6169998403974352,0.9900622821060129,0.26634382566585957,0.5603695441295952,0.9912909033659608
EleutherAI/pythia-12b-deduped,Pythia,12.0,0.3,21.6,0.256306029,0.413822526,0.702648875,0.664561957,0.329988729,0.014404852,0.682420515,0.115853659,EleutherAI,202302.0,0.2617148554,bdsrc,,,,0.568853494706225,0.9953114658064002,0.5557896061338812,0.9956354966557275,0.5528268915318594,0.9953096978351706,0.5463070837986338,0.9952308942176274,0.5486573905679172,0.9950527017719332,0.5526383309311862,0.9951737260603192,0.5567277170864299,0.9950461543901497,0.5632483031547034,0.9953816547279453,0.570791095522994,0.9953884194638324,0.6034094951570669,0.9950302938721534,0.2617148554336989,0.5619269503309615,0.9952560199214183
EleutherAI/pythia-70m-deduped,Pythia,0.07,0.3,0.126,0.25260507,0.210750853,0.271659032,0.496448303,0.475143855,0.0,0.510099914,0.0,EleutherAI,202302.0,0.2573707449,bdsrc,,,,0.2932339189346636,0.5764236472262568,0.46203199936902223,0.5915622879893512,0.5072197514510595,0.577159446641781,0.57595452099089,0.570832280016146,0.6089478184989315,0.56857438614794,0.6422380088329382,0.550698753852478,0.6617285067324018,0.548027500175097,0.6768736342517316,0.5764018781246313,0.7053935714908605,0.5994268222629097,0.7610336976863763,0.6289531332201075,0.2573707449081327,0.5894791484663098,0.5788088561445223
EleutherAI/pythia-1.4b-deduped,Pythia,1.4,0.3,2.52,0.255554967,0.326791809,0.549591715,0.573007103,0.386584645,0.008339651,0.594062854,0.042682927,EleutherAI,202302.0,0.2502492522,bdsrc,,,,0.4956258578496812,0.9867008404784975,0.5087261366893494,0.9910805682052137,0.5242603811128742,0.9912567938022556,0.5525008564083635,0.9904195698433781,0.5704220688905338,0.989815628931692,0.5721556779085528,0.989333071032921,0.5806818036040983,0.9899656018149192,0.5766898255920355,0.9902230178587956,0.6154146972634825,0.9895722593779018,0.6772500726065661,0.9880663650311499,0.2502492522432702,0.5673807798567823,0.9896432715985524
EleutherAI/pythia-160m-deduped,Pythia,0.16,0.3,0.288,0.24860575,0.240614334,0.313881697,0.513812155,0.443404464,0.00227445,0.523599803,0.0,EleutherAI,202302.0,0.2527417747,bdsrc,,,,0.29194137158726063,0.8778571406741424,0.4107478688073414,0.8786920103529895,0.4769812968117629,0.875633401978607,0.5114352642033199,0.8717038989970268,0.5531067197476208,0.8660726803618988,0.6088030780977706,0.8604158417972121,0.6591845418591322,0.856279822274584,0.7141938859503538,0.8694879737378007,0.7751762579352571,0.8741031414847572,0.8745757112371322,0.8955481457733399,0.2527417746759721,0.5876325780620736,0.8725805780844003
bigscience/bloom-560m,BLOOM,0.56,0.341,1.14576,0.242154121,0.247440273,0.371539534,0.519337017,0.424442817,0.0030326,0.578551515,0.006097561,bigscience(huggingface),202207.0,0.2444096283,rllab,,,,0.333183016410164,0.9449891337150789,0.444570746367987,0.9534012141713905,0.48958494164398253,0.9504536821921757,0.5632708876917295,0.9475201169270554,0.5865021343971331,0.9448937879485262,0.6123064750210533,0.9462415174216604,0.6334275270824505,0.9469245960644862,0.6665942428189637,0.9475317065495468,0.7107370836510073,0.9468375817888679,0.8083548715868971,0.951322679345833,0.2444096282580829,0.5848692267520684,0.9480116153757456
bigscience/bloom-1b1,BLOOM,1.1,0.341,2.2506,0.267021483,0.283276451,0.427803226,0.55011839,0.41797167,0.00227445,0.609512962,0.0,bigscience(huggingface),202207.0,0.2658453212,rllab,,,,0.44381493646287723,0.9863613526302543,0.49695807734379316,0.9873634971009833,0.5254435934764499,0.9878229578046896,0.5364926884402398,0.9879706245265789,0.552658588564463,0.9882801987047625,0.563884735923657,0.9886931908734916,0.5872404934150871,0.9881738604816258,0.6044399087172877,0.987022779859579,0.6459064439482729,0.9868662886059214,0.7126959362359244,0.984619904925577,0.2658453211793192,0.5669629012729095,0.9873173420057324
bigscience/bloom-3b,BLOOM,3.0,0.341,6.138,0.265925092,0.357508532,0.543716391,0.576164167,0.40572463,0.015163002,0.664767416,0.018292683,bigscience(huggingface),202207.0,0.2593647629,rllab,,,,0.5002009640314373,0.9791732324384379,0.5468085914592952,0.9790907533370329,0.552000285735486,0.9799801618293015,0.5450427357905673,0.9804784597452979,0.5512282963990882,0.9791951745498233,0.568478126918556,0.9802506805702214,0.5796123760555224,0.9800730328446593,0.5922907378187129,0.9790226892914649,0.5897613269148437,0.9778012785895067,0.6041616727891886,0.9776870664963849,0.2593647628542943,0.5629606103049865,0.9792751341638453
bigscience/bloom-7b1,BLOOM,7.1,0.341,14.5266,0.262462224,0.411262799,0.619996017,0.6543015,0.388978422,0.013646702,0.697719119,0.048780488,bigscience(huggingface),202207.0,0.2629967241,rllab,,,,0.5349696205323938,0.9905355487208944,0.5338026130094135,0.9890858311284328,0.5387799732716816,0.9890411557830043,0.5433466829703335,0.9892845233224544,0.5490678098709108,0.9887587371728204,0.553072494067598,0.98885169935556,0.5630405626147644,0.9891111225921353,0.5811592453109299,0.9892295535281249,0.5962983121603993,0.9893240211197845,0.645433901242445,0.9902987834493137,0.26299672411337416,0.563901872072534,0.9893521227792906
bigscience/bloom,BLOOM,176.0,0.366,386.496,0.308540091,0.504266212,0.764090819,0.720599842,0.397596228,0.06899166,0.735544419,0.12195122,bigscience(huggingface),202207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EleutherAI/gpt-neox-20b,GPT-Neo/J,20.0,0.472,56.64,0.250025953,0.457337884,0.734515037,0.689029203,0.31613146,0.054586808,0.716280975,0.12804878,EleutherAI,202103.0,0.2487537388,bdsrc,,,,0.5699421916063185,0.9943357712658949,0.5564647075635017,0.994896023411386,0.5525898672537157,0.9945609704515255,0.5418178172474678,0.9947101290829257,0.5486971284193697,0.9948855176171162,0.557284812241383,0.9947866487220152,0.5633564386355658,0.9945985476838457,0.5763929333974238,0.9947899996098379,0.5807849810730771,0.9942368318598918,0.5910229348683345,0.9937173841179415,0.24875373878364906,0.5638362393207007,0.9945517467275564
EleutherAI/gpt-neo-2.7B,GPT-Neo/J,2.7,0.42,6.804,0.264539788,0.333617747,0.562437761,0.600631413,0.397779599,0.012888552,0.573989469,0.067073171,EleutherAI,202103.0,0.2656316764,bdsrc,,,,0.5291112810585181,0.9847702808372228,0.5591444273696904,0.9856888530793304,0.5555372141648756,0.985251853323048,0.5456236982548138,0.9853353663346969,0.5502544671042041,0.9852996051770946,0.5532018664787247,0.9850635405130107,0.5650888228303913,0.9845086351679676,0.5770354140803028,0.9853339306338111,0.5677609193565686,0.9850048804893952,0.6053868506656822,0.9851122263525941,0.2656316763993733,0.5608169183216448,0.985136927018273
EleutherAI/gpt-neo-1.3B,GPT-Neo/J,1.3,0.38,2.964,0.248216555,0.312286689,0.484664409,0.569060773,0.39629306,0.004548901,0.561091098,0.036585366,EleutherAI,202103.0,0.2445520581,bdsrc,,,,0.48574830553341286,0.9833388050313923,0.5282088495074457,0.9866858147127934,0.5383327654878987,0.986311069093895,0.5469024260750754,0.9861192277414386,0.5592623049920393,0.986063293879073,0.5748065633818445,0.9852897194636218,0.580273514312694,0.9856961309087514,0.5854833034776448,0.9860377709064038,0.6152504494300115,0.9847605857534761,0.6678417916570791,0.9842334727859444,0.24455205811138014,0.5682174853004773,0.985453545557272
EleutherAI/gpt-neo-125m,GPT-Neo/J,0.125,0.3,0.225,0.259703914,0.229522184,0.302628958,0.517758485,0.455761631,0.0030326,0.502213531,0.006097561,EleutherAI,202103.0,0.2579404643,bdsrc,,,,0.3063278576095116,0.9228116872594283,0.426110448199395,0.940593745607016,0.49127284271578475,0.9353762855524554,0.560826344555913,0.9312462084185723,0.5885279892298128,0.9286952460091858,0.617863618483216,0.9267997965221004,0.638563447986347,0.9273100191954898,0.6516683117505155,0.9306944792794076,0.731870947557542,0.9300241667589724,0.8081987461180374,0.9283744390203555,0.2579404643213217,0.5821396115112313,0.930192371247093
EleutherAI/gpt-j-6b,GPT-Neo/J,6.05,0.402,14.5926,0.267839994,0.413822526,0.675363473,0.659826361,0.359624729,0.029567854,0.681077656,0.115853659,EleutherAI,202103.0,0.2693348526,bdsrc,,,,0.5419139925076086,0.989218845545052,0.5462610780342162,0.9911560318759624,0.5462212232537548,0.991401183043042,0.5579334775496341,0.9919966926692634,0.5611216512895649,0.9923735329549535,0.5580846913659867,0.9916827784974281,0.5625024922920259,0.9919599864524147,0.5655325072189272,0.9915923030089469,0.575504294268603,0.9905682630466085,0.5906349193381091,0.9886972669978975,0.2693348525851018,0.5605732129215831,0.9910646130226841
facebook/opt-6.7b,OPT,6.7,0.18,7.236,0.245674066,0.391638225,0.686616212,0.659826361,0.351221498,0.009855951,0.594269081,0.006097561,meta,202205.0,0.2483264492,bdsrc,,,,0.5210264630567251,0.9865324473563652,0.5283240423328893,0.9901544574101114,0.5289528046859001,0.9892754878003335,0.5448099725149235,0.9890051245524583,0.5515862800940722,0.9877678391191645,0.5566396595231977,0.9882049374754721,0.5726240427850083,0.9887160138707431,0.5888829602182716,0.9883722251689864,0.6017083756656053,0.9876569977610526,0.6654363487325594,0.9870551037844897,0.2483264492237573,0.5660051499700928,0.9882739405710718
