Model,Model Family,Model Size (B),Pretraining Data Size (T),FLOPs (1E21),MMLU,ARC-C,HellaSwag,Winograd,TruthfulQA,GSM8K,XWinograd,HumanEval,Company,Release Date,MMLU-ours,platform,Unnamed: 17,Unnamed: 18,Unnamed: 19,0_1404_acc,0_1404_san,1404_2808_acc,1404_2808_san,2808_4212_acc,2808_4212_san,4212_5616_acc,4212_5616_san,5616_7021_acc,5616_7021_san,7021_8425_acc,7021_8425_san,8425_9829_acc,8425_9829_san,9829_11233_acc,9829_11233_san,11233_12637_acc,11233_12637_san,12637_14042_acc,12637_14042_san,brier,san
Qwen/Qwen1.5-7B,Qwen1.5,7.0,4.0,168.0,0.619700217,0.541808874,0.785102569,0.712707182,0.51082277,0.53525398,0.752361398,0.347560976,alibaba,202402.0,0.604828372,rllab,,,,0.39316239316239315,0.997180302530896,0.5676638176638177,0.9973623997665599,0.6424501424501424,0.9976975385230162,0.6260683760683761,0.9979391135399597,0.6498220640569395,0.9977857802328611,0.6474358974358975,0.997891452336605,0.6566951566951567,0.997974691055625,0.6616809116809117,0.997748092653698,0.6289173789173789,0.9979193429495972,0.5743772241992883,0.9969734466123991,0.32453921772507394,233.97137159948724
Qwen/Qwen1.5-4B,Qwen1.5,4.0,2.4,57.6,0.565235196,0.484641638,0.715793667,0.662194159,0.472731898,0.522365428,0.688785439,0.262195122,alibaba,202402.0,0.5526278308,rllab,,,,0.31125356125356124,0.9972134843360362,0.5014245014245015,0.9971875571329641,0.5740740740740741,0.9978108728389327,0.5769230769230769,0.9976095521922924,0.592170818505338,0.997689985374521,0.6096866096866097,0.9974233791302126,0.6289173789173789,0.9976166436871261,0.6160968660968661,0.9974077125246245,0.5690883190883191,0.9974412258491295,0.5466192170818506,0.997319528543795,0.3703974914456494,233.97137159948724
Qwen/Qwen1.5-1.8B,Qwen1.5,1.8,2.4,25.92,0.467083853,0.37883959,0.614220275,0.602999211,0.394278142,0.3358605,0.643824663,0.182926829,alibaba,202402.0,0.4600484262,rllab,,,,0.2329059829059829,0.9965929245160591,0.39316239316239315,0.9962098058578329,0.48504273504273504,0.996706561763377,0.48575498575498577,0.996833840361076,0.49323843416370106,0.9965742277942444,0.5398860398860399,0.9964509703274045,0.5156695156695157,0.9966612870068497,0.5235042735042735,0.9966633389961194,0.48148148148148145,0.9968804424212322,0.4498220640569395,0.9966550962673008,0.44123544071825094,233.97137159948724
Qwen/Qwen1.5-0.5B,Qwen1.5,0.5,2.4,7.2,0.393533408,0.314846416,0.490539733,0.572217837,0.382992684,0.163002274,0.575621493,0.115853659,alibaba,202402.0,0.3886198547,rllab,,,,0.25284900284900286,0.9956013766426935,0.3091168091168091,0.9947293706654681,0.37464387464387466,0.9953048478558767,0.36182336182336183,0.9954790221810701,0.400711743772242,0.9957659746812959,0.4537037037037037,0.9956325360902111,0.4252136752136752,0.9952803230054905,0.4458689458689459,0.9956224060837441,0.4636752136752137,0.9956695057250815,0.398576512455516,0.9952678232353643,0.4973983694758822,233.97137159948724
Qwen/Qwen-72B,Qwen,72.0,3.0,1296.0,0.773737575,0.651877133,0.85939056,0.824782952,0.601910952,0.704321456,0.828731413,0.37195122,alibaba,202311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen-14B,Qwen,14.0,3.0,252.0,0.677042803,0.582764505,0.839872535,0.767955801,0.494329446,0.589840788,0.791508524,0.353658537,alibaba,202309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen-7B,Qwen,7.0,2.4,100.8,0.598387921,0.513651877,0.784704242,0.72691397,0.477859305,0.449583017,0.734576728,0.317073171,alibaba,202308.0,0.5828941746,rllab,,,,0.36182336182336183,0.9973443426277434,0.5562678062678063,0.9972770405492335,0.6203703703703703,0.9977682093340527,0.6025641025641025,0.9977677298397392,0.6398576512455516,0.9978450303989552,0.6381766381766382,0.9976341244740243,0.6303418803418803,0.9977414321308798,0.6331908831908832,0.9976257364776824,0.5847578347578347,0.9977207092341199,0.5615658362989324,0.9974833209164488,0.35080423320583154,233.97137159948724
mistralai/Mistral-7B-v0.1,Mistral,7.3,,,0.641644838,0.599829352,0.833100976,0.786108919,0.421531711,0.370735406,0.781857102,0.274390244,mistral,202309.0,0.62590799,rllab,,,,0.3482905982905983,0.9936862799431995,0.5669515669515669,0.9927248205946191,0.6047008547008547,0.9940418986283629,0.6282051282051282,0.9937579238965145,0.6626334519572954,0.9940687153597789,0.7058404558404558,0.9942327653843888,0.6901709401709402,0.9938126210320658,0.7008547008547008,0.9940599209110684,0.6545584045584045,0.9934727359765811,0.6967971530249111,0.9940377015110815,0.3192315741605386,233.97137159948724
mistralai/Mixtral-8x7B-v0.1,Mixtral,45.0,,,0.718783933,0.663822526,0.864568811,0.816890292,0.46805433,0.576194086,0.800190967,0.335365854,mistral,202312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-ai/Yi-6B,Yi,6.0,3.0,108.0,0.641070914,0.555460751,0.765684127,0.741910024,0.419616075,0.121304018,0.723879126,0.158536585,01-ai,202311.0,0.6344537815,bdsrc,,,,0.47507122507122507,0.9907055952844053,0.5961538461538461,0.9912761591565953,0.6346153846153846,0.9919897192530867,0.6517094017094017,0.9919030623806918,0.6427046263345195,0.9919068624544168,0.6759259259259259,0.9920055345719805,0.6716524216524217,0.9920903166400662,0.6816239316239316,0.9916731733359584,0.6381766381766382,0.9913352461544502,0.6768683274021352,0.9910374021241577,0.3096925758353248,233.97137159948724
01-ai/Yi-34B,Yi,34.0,3.0,612.0,0.763515673,0.645904437,0.856901016,0.830307814,0.562308393,0.506444276,0.795640491,0.268292683,01-ai,202311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
google/gemma-7b,Gemma,7.0,6.0,252.0,0.660274573,0.610921502,0.824736108,0.784530387,0.449054884,0.527672479,0.783899856,0.335365854,google,202402.0,0.6509756445,bdsrc,,,,0.5206552706552706,0.9960379547396565,0.6232193732193733,0.9955255796874654,0.6310541310541311,0.9963781308081864,0.6253561253561254,0.9961032990378584,0.6455516014234876,0.9964647359615877,0.6923076923076923,0.9964023890515014,0.7101139601139601,0.9963041658521025,0.7207977207977208,0.9961295202044703,0.6908831908831908,0.9959297720075859,0.6498220640569395,0.9961434530575026,0.30344417450881295,233.97137159948724
google/gemma-2b,Gemma,2.0,6.0,72.0,0.417731464,0.483788396,0.71768572,0.662983425,0.330844343,0.169067475,0.709318357,0.231707317,google,202402.0,0.4119071357,bdsrc,,,,0.2272079772079772,0.995342837387904,0.34472934472934474,0.9953691434083619,0.3803418803418803,0.9960628799739097,0.3938746438746439,0.9962218983733101,0.41494661921708187,0.9957481448395054,0.4423076923076923,0.9958444870895838,0.4565527065527066,0.9959931014611985,0.49074074074074076,0.9956801711797679,0.4843304843304843,0.9958262591260775,0.48398576512455516,0.9955028354589095,0.4962830479509429,233.97137159948724
tiiuae/falcon-180B,Falcon,180.0,3.5,3780.0,0.695866104,0.691979522,0.88886676,0.868981847,0.451569509,0.459438969,0.844553352,,tiiuae,202309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tiiuae/falcon-40b,Falcon,40.0,1.0,240.0,0.569797005,0.619453925,0.852818164,0.812943962,0.417169225,0.214556482,0.784630576,,tiiuae,202309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tiiuae/falcon-7b,Falcon,7.0,1.5,63.0,0.277854702,0.478668942,0.781318462,0.723756906,0.342638255,0.046247157,0.717572363,,tiiuae,202309.0,0.2707591511,bdsrc,,,,0.06481481481481481,0.9946386949957109,0.19301994301994302,0.9940400463572211,0.2222222222222222,0.9945380397495354,0.24643874643874644,0.9946426943102407,0.2569395017793594,0.9947986054977048,0.2984330484330484,0.9944346141326659,0.33760683760683763,0.9946361061096043,0.35327635327635326,0.9945107122123726,0.3896011396011396,0.9944488289177132,0.34519572953736655,0.9946581691834866,0.558817669625979,233.97137159948724
tiiuae/falcon-rw-1b,Falcon,1.0,0.35,2.1,0.252803188,0.350682594,0.635630353,0.620363062,0.35955599,0.005307051,0.535498701,,tiiuae,202307.0,0.2507477567,bdsrc,,,,0.03418803418803419,0.9885655408265317,0.1168091168091168,0.9886488228592728,0.19373219373219372,0.989311017494079,0.2556980056980057,0.9892049575341286,0.24341637010676156,0.9891133858245189,0.2678062678062678,0.9894977956606748,0.31837606837606836,0.989748613795062,0.33974358974358976,0.9893740211615142,0.37393162393162394,0.9897662720036005,0.36370106761565835,0.9888110001084446,0.5683169130913023,233.97137159948724
microsoft/phi-2,Phi,2.7,1.4,22.68,0.579202667,0.610068259,0.749153555,0.73480663,0.442368784,0.549658832,0.526666391,0.493902439,miscrosoft,202306.0,0.5694345535,bdsrc,,,,0.31196581196581197,0.9963463967640751,0.5092592592592593,0.9962636129856549,0.5954415954415955,0.9969505800504678,0.5997150997150997,0.9970670872607453,0.6185053380782918,0.9970911512977706,0.6417378917378918,0.9969931036119041,0.6289173789173789,0.997417822424128,0.6474358974358975,0.9966762207977805,0.5933048433048433,0.9972102234954278,0.5480427046263345,0.9963836762272218,0.3606610253529702,233.97137159948724
microsoft/phi-1_5,Phi,1.3,0.15,1.17,0.438864678,0.529010239,0.637920733,0.722178374,0.408899386,0.124336619,0.511112784,0.341463415,miscrosoft,202306.0,0.4246546076,bdsrc,,,,0.18518518518518517,0.9951316139327061,0.33760683760683763,0.9951302418040388,0.41381766381766383,0.9962456740359082,0.4116809116809117,0.9954377307980763,0.4533807829181495,0.9957254959181616,0.47507122507122507,0.9963090697295904,0.495014245014245,0.9964967803555359,0.5156695156695157,0.9960661648857163,0.5135327635327636,0.9964933806268276,0.44555160142348754,0.9952497001582218,0.46346654821583894,233.97137159948724
EleutherAI/pythia-1b-deduped,Pythia,1.0,0.3,1.8,0.242710646,0.290955631,0.496514639,0.535911602,0.389393782,0.011372252,0.56099166,0.042682927,EleutherAI,202302.0,0.2493946731,bdsrc,,,,0.008547008547008548,0.982599732852934,0.08048433048433049,0.9805096244581063,0.16737891737891739,0.9825934088729057,0.2143874643874644,0.982858375607423,0.23843416370106763,0.9837935175729109,0.2535612535612536,0.9831838762556937,0.32193732193732194,0.9838688141425791,0.3504273504273504,0.9826369394022991,0.41737891737891736,0.9837020671391271,0.4412811387900356,0.9815377835108924,0.5657108040019486,233.97137159948724
EleutherAI/pythia-410m-deduped,Pythia,0.41,0.3,0.738,0.259888196,0.248293515,0.412865963,0.543804262,0.409475786,0.0030326,0.536312165,0.012195122,EleutherAI,202302.0,0.2551630822,bdsrc,,,,0.00641025641025641,0.9644656961986269,0.06054131054131054,0.9632682252280587,0.0876068376068376,0.9681903961334559,0.1111111111111111,0.9656433337571863,0.1708185053380783,0.9675646189712529,0.2264957264957265,0.9667039588491934,0.29985754985754987,0.9689330006250556,0.38603988603988604,0.9673422301161446,0.4928774928774929,0.9699492902221958,0.7096085409252669,0.9647291214643952,0.5663331956330593,233.97137159948724
EleutherAI/pythia-6.9b-deduped,Pythia,6.9,0.3,12.42,0.264809441,0.412969283,0.670483967,0.640883978,0.351945849,0.016679303,0.652470454,0.085365854,EleutherAI,202302.0,0.2605754166,bdsrc,,,,0.02207977207977208,0.9956065869313363,0.07193732193732194,0.9960264686244034,0.14245014245014245,0.996445286505267,0.23717948717948717,0.9966696763008462,0.2875444839857651,0.9965126820604908,0.2849002849002849,0.9963932962332782,0.34116809116809116,0.9966659598167832,0.3903133903133903,0.9964091822267456,0.4024216524216524,0.9966768029328681,0.42562277580071173,0.9960333367177828,0.5614345140553798,233.97137159948724
EleutherAI/pythia-2.8b-deduped,Pythia,2.8,0.3,5.04,0.267846374,0.362627986,0.60655248,0.602209945,0.355597823,0.008339651,0.639989047,0.048780488,EleutherAI,202302.0,0.2663438257,bdsrc,,,,0.0698005698005698,0.9906873949385931,0.1267806267806268,0.990870474618435,0.1987179487179487,0.9916030992810521,0.27564102564102566,0.991214017225875,0.24768683274021353,0.9915533148534542,0.2863247863247863,0.9914233468911587,0.3034188034188034,0.991330033477748,0.358974358974359,0.9914254728646663,0.3425925925925926,0.991797289514665,0.4533807829181495,0.9910046070059899,0.5603695441295952,233.97137159948724
EleutherAI/pythia-12b-deduped,Pythia,12.0,0.3,21.6,0.256306029,0.413822526,0.702648875,0.664561957,0.329988729,0.014404852,0.682420515,0.115853659,EleutherAI,202302.0,0.2617148554,bdsrc,,,,0.03205128205128205,0.9951794149954069,0.14102564102564102,0.9949183293339772,0.202991452991453,0.995217534727665,0.23646723646723647,0.9953007536520142,0.2782918149466192,0.9955663770131803,0.27492877492877493,0.9950323244584655,0.3418803418803419,0.9952872606245782,0.34045584045584043,0.9951480808450657,0.38461538461538464,0.9953410651366822,0.38434163701067614,0.9955686147292525,0.5619269503309615,233.97137159948724
EleutherAI/pythia-70m-deduped,Pythia,0.07,0.3,0.126,0.25260507,0.210750853,0.271659032,0.496448303,0.475143855,0.0,0.510099914,0.0,EleutherAI,202302.0,0.2573707449,bdsrc,,,,0.07621082621082621,0.6383869343164216,0.10683760683760683,0.5789452588024778,0.15384615384615385,0.5747049126844392,0.17094017094017094,0.5722014585784111,0.2704626334519573,0.5662382760977445,0.2692307692307692,0.5709953056290249,0.28846153846153844,0.5491664691686629,0.33618233618233617,0.5629887264960687,0.3952991452991453,0.5799344567198925,0.5060498220640569,0.5945245228618528,0.5894791484663098,233.97137159948724
EleutherAI/pythia-1.4b-deduped,Pythia,1.4,0.3,2.52,0.255554967,0.326791809,0.549591715,0.573007103,0.386584645,0.008339651,0.594062854,0.042682927,EleutherAI,202302.0,0.2502492522,bdsrc,,,,0.010683760683760684,0.9899756819102934,0.06766381766381767,0.9878059186317415,0.11752136752136752,0.9896636779967294,0.16595441595441596,0.9893083222381991,0.22633451957295372,0.9904776835432979,0.25997150997151,0.9899809690673312,0.2955840455840456,0.9906368860751357,0.3696581196581197,0.9897537641608448,0.4793447293447293,0.991088467692464,0.5096085409252669,0.9877421044666423,0.5673807798567823,233.97137159948724
EleutherAI/pythia-160m-deduped,Pythia,0.16,0.3,0.288,0.24860575,0.240614334,0.313881697,0.513812155,0.443404464,0.00227445,0.523599803,0.0,EleutherAI,202302.0,0.2527417747,bdsrc,,,,0.004985754985754986,0.8946549027021666,0.06267806267806268,0.8679745244110009,0.1517094017094017,0.8657816465696931,0.19444444444444445,0.8704624290262808,0.2512455516014235,0.8694632312776864,0.2777777777777778,0.8624572063639858,0.2656695156695157,0.8653353405129156,0.32834757834757833,0.8687333119758316,0.4131054131054131,0.8791041606616917,0.5772241992882562,0.8818346564513375,0.5876325780620736,233.97137159948724
bigscience/bloom-560m,BLOOM,0.56,0.341,1.14576,0.242154121,0.247440273,0.371539534,0.519337017,0.424442817,0.0030326,0.578551515,0.006097561,bigscience(huggingface),202207.0,0.2444096283,rllab,,,,0.007834757834757835,0.9526101156369492,0.03418803418803419,0.9458420670171627,0.07407407407407407,0.9475975944755528,0.1111111111111111,0.9478321049618517,0.16370106761565836,0.9465334958371103,0.24715099715099714,0.9459962346558669,0.27492877492877493,0.9484096958262662,0.37464387464387466,0.9471236304604813,0.4594017094017094,0.9517443927497196,0.6967971530249111,0.9464290021456195,0.5848692267520684,233.97137159948724
bigscience/bloom-1b1,BLOOM,1.1,0.341,2.2506,0.267021483,0.283276451,0.427803226,0.55011839,0.41797167,0.00227445,0.609512962,0.0,bigscience(huggingface),202207.0,0.2658453212,rllab,,,,0.053418803418803416,0.984723796408154,0.18376068376068377,0.9870685948256133,0.19230769230769232,0.9877907167454417,0.2742165242165242,0.9869663376677483,0.24697508896797152,0.9879946060555241,0.2706552706552707,0.9881951043181372,0.3141025641025641,0.9883361825966696,0.3126780626780627,0.9887487457990242,0.31339031339031337,0.9877724873985733,0.496797153024911,0.9855776049895887,0.5669629012729095,233.97137159948724
bigscience/bloom-3b,BLOOM,3.0,0.341,6.138,0.265925092,0.357508532,0.543716391,0.576164167,0.40572463,0.015163002,0.664767416,0.018292683,bigscience(huggingface),202207.0,0.2593647629,rllab,,,,0.06837606837606838,0.9774298879594132,0.1267806267806268,0.9793205844292071,0.16809116809116809,0.9792420746715261,0.21581196581196582,0.9786505434844972,0.21921708185053382,0.9788066913254693,0.27136752136752135,0.9800530111288599,0.28062678062678065,0.9808367884546862,0.34971509971509973,0.9802506391138008,0.39316239316239315,0.9807001877978079,0.500355871886121,0.9774625579307011,0.5629606103049865,233.97137159948724
bigscience/bloom-7b1,BLOOM,7.1,0.341,14.5266,0.262462224,0.411262799,0.619996017,0.6543015,0.388978422,0.013646702,0.697719119,0.048780488,bigscience(huggingface),202207.0,0.2629967241,rllab,,,,0.013532763532763533,0.9899652166717368,0.10185185185185185,0.9894225388209363,0.15527065527065528,0.9894820770853427,0.19658119658119658,0.9887533026164401,0.23701067615658364,0.9890003859429776,0.2742165242165242,0.9890030038902704,0.34116809116809116,0.9889325004212056,0.37037037037037035,0.9894083068908605,0.44373219373219375,0.9895133628768886,0.49608540925266903,0.9900402929513927,0.563901872072534,233.97137159948724
bigscience/bloom,BLOOM,176.0,0.366,386.496,0.308540091,0.504266212,0.764090819,0.720599842,0.397596228,0.06899166,0.735544419,0.12195122,bigscience(huggingface),202207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
EleutherAI/gpt-neox-20b,GPT-Neo/J,20.0,0.472,56.64,0.250025953,0.457337884,0.734515037,0.689029203,0.31613146,0.054586808,0.716280975,0.12804878,EleutherAI,202103.0,0.2487537388,bdsrc,,,,0.10683760683760683,0.9937930739086835,0.1388888888888889,0.9943397956831271,0.21225071225071226,0.9948269796687247,0.2215099715099715,0.9949005801151535,0.24697508896797152,0.9945627874042196,0.2571225071225071,0.9946470791099223,0.32264957264957267,0.9949455949508287,0.3247863247863248,0.9943195599950213,0.3554131054131054,0.9945302828575282,0.301067615658363,0.9946516545592108,0.5638362393207007,233.97137159948724
EleutherAI/gpt-neo-2.7B,GPT-Neo/J,2.7,0.42,6.804,0.264539788,0.333617747,0.562437761,0.600631413,0.397779599,0.012888552,0.573989469,0.067073171,EleutherAI,202103.0,0.2656316764,bdsrc,,,,0.17165242165242164,0.9859434239050963,0.12535612535612536,0.9840874521709017,0.1737891737891738,0.9850550533301748,0.2094017094017094,0.9852269497899644,0.24341637010676156,0.9855235754226148,0.2670940170940171,0.9845980888881015,0.301994301994302,0.984762222094498,0.34116809116809116,0.9846489877688774,0.3831908831908832,0.9857304319807867,0.4391459074733096,0.9857923426208935,0.5608169183216448,233.97137159948724
EleutherAI/gpt-neo-1.3B,GPT-Neo/J,1.3,0.38,2.964,0.248216555,0.312286689,0.484664409,0.569060773,0.39629306,0.004548901,0.561091098,0.036585366,EleutherAI,202103.0,0.2445520581,bdsrc,,,,0.01566951566951567,0.9862316197331266,0.07336182336182336,0.9834108477646408,0.16168091168091167,0.9855318641623755,0.16737891737891739,0.9849877550111741,0.2512455516014235,0.9861826066122634,0.2621082621082621,0.9857117047810371,0.29273504273504275,0.9860402863351816,0.3575498575498576,0.9854168979219754,0.3952991452991453,0.9868835373967718,0.46832740213523133,0.9841387530418644,0.5682174853004773,233.97137159948724
EleutherAI/gpt-neo-125m,GPT-Neo/J,0.125,0.3,0.225,0.259703914,0.229522184,0.302628958,0.517758485,0.455761631,0.0030326,0.502213531,0.006097561,EleutherAI,202103.0,0.2579404643,bdsrc,,,,0.010683760683760684,0.9318774393538137,0.07977207977207977,0.9224051397884939,0.146011396011396,0.9329468571923619,0.1574074074074074,0.9327983150987439,0.22846975088967972,0.9319775929352642,0.27564102564102566,0.9259074124203961,0.2913105413105413,0.9314012237865685,0.35327635327635326,0.926997533167689,0.4408831908831909,0.9352476490755991,0.595729537366548,0.9303631564846904,0.5821396115112313,233.97137159948724
EleutherAI/gpt-j-6b,GPT-Neo/J,6.05,0.402,14.5926,0.267839994,0.413822526,0.675363473,0.659826361,0.359624729,0.029567854,0.681077656,0.115853659,EleutherAI,202103.0,0.2693348526,bdsrc,,,,0.05698005698005698,0.9897527179940755,0.1168091168091168,0.9898831583905756,0.1396011396011396,0.9919443266022855,0.1631054131054131,0.9915079235856724,0.1914590747330961,0.9915820660300871,0.26353276353276356,0.9916425609039015,0.32407407407407407,0.9922165382677722,0.3782051282051282,0.9912340366678125,0.4829059829059829,0.9908711919590665,0.5765124555160143,0.9900119910001005,0.5605732129215831,233.97137159948724
facebook/opt-6.7b,OPT,6.7,0.18,7.236,0.245674066,0.391638225,0.686616212,0.659826361,0.351221498,0.009855951,0.594269081,0.006097561,meta,202205.0,0.2483264492,bdsrc,,,,0.009259259259259259,0.9882651403791062,0.08475783475783476,0.9866611836122808,0.1225071225071225,0.9886539616180571,0.16025641025641027,0.9879523737854188,0.200711743772242,0.9884322410227177,0.26638176638176636,0.9881503223068596,0.32763532763532766,0.9890525689320736,0.3646723646723647,0.9881376093701044,0.42806267806267806,0.9897228486807902,0.5188612099644128,0.9877114438923283,0.5660051499700928,233.97137159948724
facebook/opt-1.3b,OPT,1.3,0.18,1.404,0.249630458,0.295221843,0.545309699,0.597474349,0.387106758,0.0015163,0.544028761,0.0,meta,202205.0,0.2471870104,bdsrc,,,,0.01282051282051282,0.960933851176232,0.07051282051282051,0.9548139710425619,0.14814814814814814,0.9605174614555398,0.1581196581196581,0.9609493587776006,0.18718861209964413,0.9597076849135066,0.24216524216524216,0.9572637017529829,0.29415954415954415,0.9586913578975245,0.3575498575498576,0.9557795686017305,0.41096866096866097,0.9611286383686154,0.5900355871886122,0.9606916058867858,0.5670451650913236,233.97137159948724
