Model,Model Family,Model Size (B),Pretraining Data Size (T),FLOPs (1E21),MMLU,ARC-C,HellaSwag,Winograd,TruthfulQA,GSM8K,XWinograd,HumanEval,Company,Release Date,MMLU-ours,platform,Unnamed: 17,Unnamed: 18,Unnamed: 19,0_1182_brier,0_1182_san,1182_2365_brier,1182_2365_san,2365_3548_brier,2365_3548_san,acc,brier,san
Qwen/Qwen1.5-32B,Qwen1.5,32.0,4.0,768.0,0.742996128,0.635665529,0.850029875,0.814522494,0.573944434,0.611068992,0.791176059,0.420731707,alibaba,202402.0,,,,,,0.010283544765354338,0.10998113688723789,0.07671808857766979,0.0834888048645895,0.5536619487776873,0.024405443757682953,0.7545095828635852,0.21361181908231058,0.07261459975221642
Qwen/Qwen1.5-14B,Qwen1.5,14.0,4.0,336.0,0.693602647,0.565699659,0.810794662,0.73480663,0.520609239,0.676269901,0.777502468,0.396341463,alibaba,202402.0,,,,,,0.009471027719670965,0.09749357681391436,0.10056554564309637,0.0729008240683525,0.6291677203356434,0.018026021485508446,0.7158962795941376,0.24646820981327489,0.06279703102713198
Qwen/Qwen1.5-7B,Qwen1.5,7.0,4.0,168.0,0.619700217,0.541808874,0.785102569,0.712707182,0.51082277,0.53525398,0.752361398,0.347560976,alibaba,202402.0,0.604828372,rllab,,,,0.012699391357300154,0.08110992731942193,0.11303927229639717,0.06000180668495245,0.6830363646025761,0.016552367794973512,0.6885569334836528,0.2696640809007373,0.05254665233971516
Qwen/Qwen1.5-4B,Qwen1.5,4.0,2.4,57.6,0.565235196,0.484641638,0.715793667,0.662194159,0.472731898,0.522365428,0.688785439,0.262195122,alibaba,202402.0,0.5526278308,rllab,,,,0.01708555532829786,0.06237556937575752,0.16692718460348344,0.04471501692014773,0.7525647945991234,0.012878191719152412,0.6445885005636979,0.31227568708983455,0.03998328320812786
Qwen/Qwen1.5-1.8B,Qwen1.5,1.8,2.4,25.92,0.467083853,0.37883959,0.614220275,0.602999211,0.394278142,0.3358605,0.643824663,0.182926829,alibaba,202402.0,0.4600484262,rllab,,,,0.03029960955806058,0.04571533770414163,0.2635680120551555,0.031192769812732772,0.8352597118033145,0.009809266483916184,0.5727170236753101,0.3764733190028736,0.028901053580955755
Qwen/Qwen1.5-0.5B,Qwen1.5,0.5,2.4,7.2,0.393533408,0.314846416,0.490539733,0.572217837,0.382992684,0.163002274,0.575621493,0.115853659,alibaba,202402.0,0.3886198547,rllab,,,,0.05254112977257146,0.027176188201434165,0.41754491126623244,0.019014996446175016,0.8670772890546729,0.005569150426054453,0.4983089064261556,0.44583192738748817,0.017250648310017654
Qwen/Qwen-72B,Qwen,72.0,3.0,1296.0,0.773737575,0.651877133,0.85939056,0.824782952,0.601910952,0.704321456,0.828731413,0.37195122,alibaba,202311.0,,,,,,,,,,,,,,
Qwen/Qwen-14B,Qwen,14.0,3.0,252.0,0.677042803,0.582764505,0.839872535,0.767955801,0.494329446,0.589840788,0.791508524,0.353658537,alibaba,202309.0,,,,,,,,,,,,,,
Qwen/Qwen-7B,Qwen,7.0,2.4,100.8,0.598387921,0.513651877,0.784704242,0.72691397,0.477859305,0.449583017,0.734576728,0.317073171,alibaba,202308.0,0.5828941746,rllab,,,,0.007476363163672606,0.10441814119818756,0.10435981786932592,0.07629682638935298,0.6927806120251396,0.02133420562316379,0.6944757609921083,0.2682790839415489,0.06733927670999584
mistralai/Mistral-7B-v0.1,Mistral,7.3,,,0.641644838,0.599829352,0.833100976,0.786108919,0.421531711,0.370735406,0.781857102,0.274390244,mistral,202309.0,0.62590799,rllab,,,,0.005558714047706245,0.10777598943044954,0.07125157953296958,0.08512348863916579,0.6065232199275861,0.025193843323211708,0.7364712514092446,0.22784047005812466,0.07268788704010262
mistralai/Mixtral-8x7B-v0.1,Mixtral,45.0,,,0.718783933,0.663822526,0.864568811,0.816890292,0.46805433,0.576194086,0.800190967,0.335365854,mistral,202312.0,,,,,,,,,,,,,,
01-ai/Yi-6B,Yi,6.0,3.0,108.0,0.641070914,0.555460751,0.765684127,0.741910024,0.419616075,0.121304018,0.723879126,0.158536585,01-ai,202311.0,0.6344537815,bdsrc,,,,0.009570001487977908,0.1250039948540627,0.10601845686136328,0.09451288627480395,0.6633948639992825,0.02564267848915483,0.6989853438556933,0.2597315953599024,0.08170765361704219
01-ai/Yi-34B,Yi,34.0,3.0,612.0,0.763515673,0.645904437,0.856901016,0.830307814,0.562308393,0.506444276,0.795640491,0.268292683,01-ai,202311.0,,,,,,,,,,,,,,
google/gemma-7b,Gemma,7.0,6.0,252.0,0.660274573,0.610921502,0.824736108,0.784530387,0.449054884,0.527672479,0.783899856,0.335365854,google,202402.0,0.6509756445,bdsrc,,,,0.007974786029620057,0.12683769694795172,0.07101357797026937,0.09850750828715912,0.5795525417627821,0.02999289782668036,0.7491544532130778,0.21957325725231436,0.08510094087518323
google/gemma-2b,Gemma,2.0,6.0,72.0,0.417731464,0.483788396,0.71768572,0.662983425,0.330844343,0.169067475,0.709318357,0.231707317,google,202402.0,0.4119071357,bdsrc,,,,0.01561581637025737,0.09722749761485522,0.14112416344207443,0.07163272076571736,0.7319980888994927,0.021195411536915818,0.6581172491544532,0.2963251182270905,0.06334232883167244
tiiuae/falcon-180B,Falcon,180.0,3.5,3780.0,0.695866104,0.691979522,0.88886676,0.868981847,0.451569509,0.459438969,0.844553352,,tiiuae,202309.0,,,,,,,,,,,,,,
tiiuae/falcon-40b,Falcon,40.0,1.0,240.0,0.569797005,0.619453925,0.852818164,0.812943962,0.417169225,0.214556482,0.784630576,,tiiuae,202309.0,,,,,,,,,,,,,,
tiiuae/falcon-7b,Falcon,7.0,1.5,63.0,0.277854702,0.478668942,0.781318462,0.723756906,0.342638255,0.046247157,0.717572363,,tiiuae,202309.0,0.2707591511,bdsrc,,,,0.013643536923357982,0.07323381533552155,0.14207396556828147,0.05486825368424873,0.7647064609326154,0.01518071376952012,0.6521984216459977,0.3068906158945803,0.04775374809030293
tiiuae/falcon-rw-1b,Falcon,1.0,0.35,2.1,0.252803188,0.350682594,0.635630353,0.620363062,0.35955599,0.005307051,0.535498701,,tiiuae,202307.0,0.2507477567,bdsrc,,,,0.023732704644147538,0.04207828044002773,0.3006253698359666,0.0297739477123164,0.8723349423549043,0.008851006128079215,0.54847801578354,0.3990034121226568,0.026896800415248234
microsoft/phi-2,Phi,2.7,1.4,22.68,0.579202667,0.610068259,0.749153555,0.73480663,0.442368784,0.549658832,0.526666391,0.493902439,miscrosoft,202306.0,0.5694345535,bdsrc,,,,0.024325298644198357,0.12392255418628055,0.09988668706644437,0.0962983864433881,0.6087057920130465,0.030775855079856206,0.7268883878241262,0.2443679272120868,0.08365425219001739
microsoft/phi-1_5,Phi,1.3,0.15,1.17,0.438864678,0.529010239,0.637920733,0.722178374,0.408899386,0.124336619,0.511112784,0.341463415,miscrosoft,202306.0,0.4246546076,bdsrc,,,,0.026878813264592155,0.13496890642212572,0.15590242304965365,0.09624668327641439,0.67485417502309,0.02823369649141148,0.6747463359639233,0.2859514692217599,0.08646942972274249
EleutherAI/pythia-1b-deduped,Pythia,1.0,0.3,1.8,0.242710646,0.290955631,0.496514639,0.535911602,0.389393782,0.011372252,0.56099166,0.042682927,EleutherAI,202302.0,0.2493946731,bdsrc,,,,0.04475004886849223,0.018270630590546358,0.42465565832370233,0.01479291376402294,0.8894466511333127,0.005906201345287793,0.48252536640360766,0.45306583704909925,0.012988426869318025
EleutherAI/pythia-410m-deduped,Pythia,0.41,0.3,0.738,0.259888196,0.248293515,0.412865963,0.543804262,0.409475786,0.0030326,0.536312165,0.012195122,EleutherAI,202302.0,0.2551630822,bdsrc,,,,0.09301217478197954,0.01124311686073985,0.529367085061172,0.009537248881646263,0.8986943549571776,0.003938985743981401,0.4205186020293123,0.5071412272080064,0.008238937342590765
EleutherAI/pythia-6.9b-deduped,Pythia,6.9,0.3,12.42,0.264809441,0.412969283,0.670483967,0.640883978,0.351945849,0.016679303,0.652470454,0.085365854,EleutherAI,202302.0,0.2605754166,bdsrc,,,,0.020715142227844846,0.054734829057276814,0.23046363461278918,0.03722442920698586,0.8550292506758251,0.011412055879158736,0.5727170236753101,0.36883409848076254,0.034451389459585854
EleutherAI/pythia-2.8b-deduped,Pythia,2.8,0.3,5.04,0.267846374,0.362627986,0.60655248,0.602209945,0.355597823,0.008339651,0.639989047,0.048780488,EleutherAI,202302.0,0.2663438257,bdsrc,,,,0.025057995364718484,0.0405775395288855,0.28889264469362697,0.02662977801388129,0.8739433944916243,0.008707733871035177,0.5473506200676438,0.39606921783462473,0.025300712593855326
EleutherAI/pythia-12b-deduped,Pythia,12.0,0.3,21.6,0.256306029,0.413822526,0.702648875,0.664561957,0.329988729,0.014404852,0.682420515,0.115853659,EleutherAI,202302.0,0.2617148554,bdsrc,,,,0.016572006607551735,0.05865020151709898,0.21031084379380013,0.042191712239233736,0.8265188995804311,0.013067849519920108,0.5921645997745209,0.3512282125766179,0.03796409237719559
EleutherAI/pythia-70m-deduped,Pythia,0.07,0.3,0.126,0.25260507,0.210750853,0.271659032,0.496448303,0.475143855,0.0,0.510099914,0.0,EleutherAI,202302.0,0.2573707449,bdsrc,,,,0.3122548405328216,0.0003756499253875309,0.6784456938187189,0.00029688869501083966,0.8662462250846291,0.00016544727056332903,0.30467869222096955,0.6190687039381209,0.0002793014822667151
EleutherAI/pythia-1.4b-deduped,Pythia,1.4,0.3,2.52,0.255554967,0.326791809,0.549591715,0.573007103,0.386584645,0.008339651,0.594062854,0.042682927,EleutherAI,202302.0,0.2502492522,bdsrc,,,,0.03348507582469327,0.03001124532647065,0.3726013908354825,0.019664634724636285,0.8921145223719885,0.007286152363637515,0.5104284103720406,0.4328461907974155,0.01898423706350513
EleutherAI/pythia-160m-deduped,Pythia,0.16,0.3,0.288,0.24860575,0.240614334,0.313881697,0.513812155,0.443404464,0.00227445,0.523599803,0.0,EleutherAI,202302.0,0.2527417747,bdsrc,,,,0.18296415375378197,0.0019367147251435277,0.6386187610768159,0.002465333777516267,0.8883438750335176,0.001618215799100549,0.3599210822998873,0.5700846753820435,0.0020067745079642993
bigscience/bloom-560m,BLOOM,0.56,0.341,1.14576,0.242154121,0.247440273,0.371539534,0.519337017,0.424442817,0.0030326,0.578551515,0.006097561,bigscience(huggingface),202207.0,0.2444096283,rllab,,,,0.13598230280010928,0.00766241068002012,0.5712382748747658,0.005845190936130762,0.8875281185575689,0.0027513561628982135,0.4016347237880496,0.5316943983484149,0.005419020474051595
bigscience/bloom-1b1,BLOOM,1.1,0.341,2.2506,0.267021483,0.283276451,0.427803226,0.55011839,0.41797167,0.00227445,0.609512962,0.0,bigscience(huggingface),202207.0,0.2658453212,rllab,,,,0.09558576237767,0.013146203950921495,0.5141916558831493,0.009136782418610611,0.8876478315837741,0.003517878180436252,0.43291995490417134,0.4992554917710759,0.00859900692183249
bigscience/bloom-3b,BLOOM,3.0,0.341,6.138,0.265925092,0.357508532,0.543716391,0.576164167,0.40572463,0.015163002,0.664767416,0.018292683,bigscience(huggingface),202207.0,0.2593647629,rllab,,,,0.029393325504082017,0.03876122282753622,0.36141861663935937,0.025557676792950127,0.8810193225042179,0.009446920496395117,0.5180383314543405,0.424054958498499,0.02458461216895239
bigscience/bloom-7b1,BLOOM,7.1,0.341,14.5266,0.262462224,0.411262799,0.619996017,0.6543015,0.388978422,0.013646702,0.697719119,0.048780488,bigscience(huggingface),202207.0,0.2629967241,rllab,,,,0.01812784942984687,0.04679021430268067,0.26573206981628267,0.03005601586443888,0.8633280370707282,0.010259887671269145,0.564543404735062,0.3824986540229471,0.02903036842968186
bigscience/bloom,BLOOM,176.0,0.366,386.496,0.308540091,0.504266212,0.764090819,0.720599842,0.397596228,0.06899166,0.735544419,0.12195122,bigscience(huggingface),202207.0,,,,,,,,,,,,,,
EleutherAI/gpt-neox-20b,GPT-Neo/J,20.0,0.472,56.64,0.250025953,0.457337884,0.734515037,0.689029203,0.31613146,0.054586808,0.716280975,0.12804878,EleutherAI,202103.0,0.2487537388,bdsrc,,,,0.012789307759776191,0.0588859997847078,0.1570286568070878,0.04637156446029256,0.7964792108396596,0.01263445971382657,0.629086809470124,0.32218623709079935,0.03929182027720053
EleutherAI/gpt-neo-2.7B,GPT-Neo/J,2.7,0.42,6.804,0.264539788,0.333617747,0.562437761,0.600631413,0.397779599,0.012888552,0.573989469,0.067073171,EleutherAI,202103.0,0.2656316764,bdsrc,,,,0.03014347376711096,0.034639777367249665,0.3445857690335846,0.023376193373924627,0.8833019912041912,0.008067565506182733,0.5256482525366404,0.41945344034780474,0.022024290756272866
EleutherAI/gpt-neo-1.3B,GPT-Neo/J,1.3,0.38,2.964,0.248216555,0.312286689,0.484664409,0.569060773,0.39629306,0.004548901,0.561091098,0.036585366,EleutherAI,202103.0,0.2445520581,bdsrc,,,,0.05254273049246015,0.02056192562486078,0.44621586216530557,0.01396678560831531,0.898191354643716,0.005125166992774813,0.46589627959413754,0.4657664162703389,0.013215889519637841
EleutherAI/gpt-neo-125m,GPT-Neo/J,0.125,0.3,0.225,0.259703914,0.229522184,0.302628958,0.517758485,0.455761631,0.0030326,0.502213531,0.006097561,EleutherAI,202103.0,0.2579404643,bdsrc,,,,0.20519705256392073,0.0014770514718421479,0.6314112332419116,0.0018323391526846719,0.8919866623710133,0.0007414196045524937,0.3531567080045096,0.5763028823677133,0.0013502343431592402
EleutherAI/gpt-j-6b,GPT-Neo/J,6.05,0.402,14.5926,0.267839994,0.413822526,0.675363473,0.659826361,0.359624729,0.029567854,0.681077656,0.115853659,EleutherAI,202103.0,0.2693348526,bdsrc,,,,0.017564080616757606,0.052172420474131315,0.23184512503219848,0.035602616700838044,0.8447006157997394,0.011125860946309485,0.5817361894024803,0.3648011146260392,0.03296155300366374
facebook/opt-6.7b,OPT,6.7,0.18,7.236,0.245674066,0.391638225,0.686616212,0.659826361,0.351221498,0.009855951,0.594269081,0.006097561,meta,202205.0,0.2483264492,bdsrc,,,,0.02197605078645663,0.04802191939399267,0.2565440478851795,0.0332285605982382,0.8537241920309995,0.00989254993098558,0.5682074408117249,0.3775149435880589,0.030376037902979436
facebook/opt-1.3b,OPT,1.3,0.18,1.404,0.249630458,0.295221843,0.545309699,0.597474349,0.387106758,0.0015163,0.544028761,0.0,meta,202205.0,0.2471870104,bdsrc,,,,0.05161640296182463,0.022477329972243165,0.43088856195952735,0.014172818488704005,0.8951305328219448,0.0054974314053296966,0.4782976324689966,0.4593267129163916,0.014046817827461455
facebook/opt-350m,OPT,0.35,0.18,0.378,0.260230967,0.235494881,0.367257518,0.52644041,0.408285328,0.0030326,0.51811094,0.0,meta,202205.0,0.2612875659,bdsrc,,,,0.16354521104025058,0.0035382639389897746,0.6193499976811647,0.003189807107920765,0.8913280117365087,0.0018422988856296768,0.3717587373167982,0.5581856044505876,0.002856597904807239
facebook/opt-13b,OPT,13.0,0.18,14.04,0.248956622,0.399317406,0.71200956,0.685082873,0.340958399,0.017437453,0.608779356,0.006097561,meta,202205.0,0.2527417747,bdsrc,,,,0.016115030893786422,0.05423150461728298,0.21818062092354584,0.03796605716841955,0.847826060074187,0.010215594172804984,0.5814543404735062,0.36080436024148166,0.03413205524078278
facebook/opt-2.7b,OPT,2.7,0.18,2.916,0.254319729,0.339590444,0.614319857,0.619573796,0.37425418,0.00227445,0.568486894,0.0,meta,202205.0,0.2543085031,bdsrc,,,,0.032109284001660576,0.03139645312647672,0.34910838180753373,0.021585042951780996,0.8836605058796503,0.006589358166818341,0.5197294250281849,0.42173584211496523,0.01985369901882712
facebook/opt-30b,OPT,30.0,0.18,32.4,0.2665873,0.432593857,0.740689106,0.706393054,0.351638263,0.021986353,0.626407888,0.012195122,meta,202205.0,0.2675544794,bdsrc,,,,0.015553475628576991,0.07010965222561637,0.1980755155202508,0.04635797241675057,0.8277781233733575,0.012196736879726404,0.6017474633596392,0.3472291609368988,0.04288044814780471
facebook/opt-125m,OPT,0.125,0.18,0.135,0.260155876,0.228668942,0.314678351,0.516179953,0.42868758,0.00075815,0.498684238,0.0,meta,202205.0,0.2607178465,bdsrc,,,,0.2090513937690918,0.0012268634051263937,0.6401964483551102,0.0012301025578208985,0.8909164683096795,0.0010923559905463215,0.3483652762119504,0.5801593370489042,0.0011830949852248676
facebook/opt-66b,OPT,66.0,0.18,71.28,0.269930021,0.46331058,0.76249751,0.700078927,0.35429656,0.016679303,0.642631463,0.012195122,meta,202205.0,,,,,,,,,,,,,,
mosaicml/mpt-30b,MPT,30.0,1.0,180.0,0.479981807,0.559726962,0.8242382,0.749013418,0.384155825,0.169067475,0.745335406,0.213414634,mosaicml,202306.0,0.4727246831,bdsrc,,,,0.009561072737505906,0.1138898078954153,0.09502889207017881,0.08802066943442363,0.6557460185226808,0.023697715792307575,0.7105411499436303,0.253514066292865,0.07519182712953898
mosaicml/mpt-7b,MPT,7.0,1.0,42.0,0.280684314,0.476962457,0.775343557,0.721389108,0.335450604,0.040181956,0.714400118,0.164634146,mosaicml,202305.0,,bdsrc,,,,0.01404071542978337,0.07647451562245998,0.14611641154172667,0.05999033796073693,0.778642322926284,0.01645115037077698,0.6445885005636979,0.3130173924784848,0.0509648134616485
facebook/xglm-564M,XGLM,0.564,0.5,1.692,0.251796636,0.245733788,0.346444931,0.522494081,0.404320588,0.00227445,0.585509055,0.0,meta,202112.0,0.2503916821,rllab,,,,,,,,,,,,
facebook/xglm-1.7B,XGLM,1.7,0.5,5.1,0.251004165,0.258532423,0.456781518,0.539068666,0.372063415,0.007581501,0.630680872,0.0,meta,202112.0,0.2506053269,rllab,,,,0.09247003511313208,0.02298872983325386,0.51498204710714,0.01420359133153561,0.9050064438128755,0.005792983092872128,0.4250281848928974,0.504268874369249,0.014325993857660738
facebook/xglm-4.5B,XGLM,4.5,0.5,13.5,0.254299777,0.314846416,0.579466242,0.549329124,0.358393949,0.00227445,0.658513957,0.0,meta,202112.0,0.254379718,rllab,,,,0.040289396949604823,0.04472252431283828,0.3649603260886,0.029210360004644716,0.8962202927892476,0.008940941811764533,0.5135287485907554,0.4339342557291232,0.027619789680548814
facebook/xglm-7.5B,XGLM,7.5,0.5,22.5,0.277886681,0.341296928,0.607747461,0.587213891,0.366615239,0.00227445,0.695550561,0.0,meta,202112.0,0.273821393,rllab,,,,0.04236594155234539,0.04831234932540585,0.3399236392166535,0.03291726292605405,0.881851760971794,0.010829280181838001,0.5211386696730552,0.42148727207942555,0.030681329593930624
codellama/CodeLlama-7b-hf,CodeLlama,7.0,2.52,105.84,0.311220648,0.399317406,0.608046206,0.640094712,0.378216756,0.051554208,0.72972396,0.335365854,meta,202308.0,,,,,,,,,,,,,,
codellama/CodeLlama-13b-hf,CodeLlama,13.0,2.52,196.56,0.328088358,0.408703072,0.633539136,0.671665351,0.437942698,0.121304018,0.734948573,0.384146341,meta,202308.0,,,,,,,,,,,,,,
codellama/CodeLlama-34b-hf,CodeLlama,34.0,2.52,514.08,0.550208399,0.540955631,0.758215495,0.735595896,0.391136184,0.343442002,0.786124588,0.475609756,meta,202308.0,,,,,,,,,,,,,,
codellama/CodeLlama-70b-hf,CodeLlama,70.0,3.02,1268.4,0.596665899,0.567406143,0.782115117,0.752170481,0.397884774,0.439727066,0.775638856,0.548780488,meta,202401.0,,,,,,,,,,,,,,
bigcode/starcoderbase-1b,StarCoder,1.0,1.0,6.0,0.266738816,0.226962457,0.343059152,0.499605367,0.457892866,0.009097801,0.561739334,0.146,bigcode(huggingface),202305.0,,,,,,,,,,,,,,
bigcode/starcoderbase-3b,StarCoder,3.0,1.0,18.0,0.273528005,0.258532423,0.391057558,0.511444357,0.43054512,0.017437453,0.597635573,0.177,bigcode(huggingface),202305.0,,,,,,,,,,,,,,
bigcode/starcoderbase-7b,StarCoder,7.0,1.0,42.0,0.284464385,0.298634812,0.438657638,0.543804262,0.404626336,0.054586808,0.597831124,0.244,bigcode(huggingface),202305.0,,,,,,,,,,,,,,
bigcode/starcoderbase,StarCoder,15.5,1.0,93.0,0.321170975,0.302901024,0.472117108,0.55801105,0.400215714,0.078847612,0.595190171,0.341,bigcode(huggingface),202305.0,,,,,,,,,,,,,,
bigcode/starcoder2-15b,StarCoder2,15.0,4.3,387.0,0.513458387,0.473549488,0.640908186,0.63851618,0.378734193,0.522365428,0.738282013,0.463,bigcode(huggingface),202402.0,,,,,,,,,,,,,,
bigcode/starcoder2-7b,StarCoder2,7.0,3.7,155.4,0.412133186,0.383105802,0.519119697,0.591949487,0.419934977,0.250947688,0.620089807,0.354,bigcode(huggingface),202402.0,,,,,,,,,,,,,,
bigcode/starcoder2-3b,StarCoder2,3.0,3.3,59.4,0.386486021,0.34556314,0.47619996,0.545382794,0.404869824,0.196360879,0.603682999,0.317,bigcode(huggingface),202402.0,,,,,,,,,,,,,,
deepseek-ai/deepseek-coder-1.3b-base,DeepSeek-Coder,1.3,2.0,15.6,0.260247316,0.257679181,0.392750448,0.527229676,0.426136821,0.029567854,0.606345816,0.287,deepseek,202311.0,,,,,,,,,,,,,,
deepseek-ai/deepseek-coder-6.7b-base,DeepSeek-Coder,6.7,2.0,80.4,0.38391431,0.370307167,0.53455487,0.580899763,0.402813121,0.179681577,0.678870819,0.476,deepseek,202311.0,,,,,,,,,,,,,,
deepseek-ai/deepseek-coder-33b-base,DeepSeek-Coder,33.0,2.0,396.0,0.409137308,0.424914676,0.599880502,0.624309392,0.399701882,0.300227445,0.696131702,0.512,deepseek,202311.0,,,,,,,,,,,,,,
01-ai/Yi-6B-200K,Yi-200K,6.0,3.0,108.0,0.646493014,0.535836177,0.755825533,0.74269929,0.417425955,0.303260045,,,01-ai,202311.0,,,,,,0.009339841371849587,0.09201486899290037,0.10699092010703738,0.06549334467425445,0.6666133831881988,0.015430033942937914,0.7003945885005637,0.2610523064542813,0.057636395731044655
01-ai/Yi-34B-200K,Yi-200K,34.0,3.0,612.0,0.755618005,0.657849829,0.820553675,0.828729282,0.426021459,0.348749052,,,01-ai,202311.0,,,,,,,,,,,,,,
openlm-research/open_llama_7b_v2,OpenLlamaV2,13.0,1.0,78.0,0.412939739,0.436860068,0.721967736,0.693764799,0.355392154,0.034874905,,,openlm-research(UCB),202306.0,,,,,,0.014133194357194942,0.07358255033692568,0.16880926878678046,0.05296374469687164,0.7882554738901925,0.015105079938626118,0.624859075535513,0.3238199059518198,0.04720969392391208
openlm-research/open_llama_3b_v2,OpenLlamaV2,3.0,1.0,18.0,0.27117981,0.402730375,0.71599283,0.670086819,0.347774532,0.009097801,,,openlm-research(UCB),202306.0,,,,,,0.020974820614383598,0.05748849015696017,0.23467055691562105,0.042312895355763186,0.8392721804205876,0.013893687710262328,0.5797632468996617,0.36506947469981293,0.037892836283155366
openlm-research/open_llama_13b,OpenLlama,13.0,0.6,46.8,0.437545283,0.511945392,0.752340171,0.720599842,0.380759673,0.032600455,,,openlm-research(UCB),202304.0,,,,,,0.011013339140212679,0.09113823941528443,0.13527139608066616,0.06485017833800527,0.7509571985597459,0.018724267580898648,0.6567080045095829,0.2991618360550556,0.05822828875730823
openlm-research/open_llama_7b,OpenLlama,7.0,1.0,42.0,0.304934081,0.470136519,0.719776937,0.679558011,0.348473071,0.015921152,,,openlm-research(UCB),202304.0,,,,,,0.012295713487968558,0.07960159253681752,0.1700891386955453,0.053731968123491756,0.7989892916942364,0.017039224568944734,0.6262683201803834,0.32721344884269715,0.05011595358897144
openlm-research/open_llama_3b,OpenLlama,3.0,1.0,18.0,0.26936287,0.398464164,0.626468831,0.647198106,0.349651358,0.004548901,,,openlm-research(UCB),202304.0,,,,,,0.017789588042780337,0.06472764456344093,0.21144517319664338,0.04296749785236539,0.8406470767947374,0.014212741301926273,0.5907553551296505,0.3567227803851097,0.040629171024102066
openai-community/gpt2,GPT-2,0.124,,,0.258337178,0.220136519,0.315275841,0.504340963,0.40691164,0.006823351,0.483628723,,openai,201902.0,0.261572426,rllab,,,,,,,,,,,,
openai-community/gpt2-large,GPT-2,0.774,,,0.260674031,0.257679181,0.456184027,0.55406472,0.38718452,0.008339651,,,openai,201902.0,0.255234297,rllab,,,,,,,,,,,,
internlm/internlm2-20b,InternLM2,20.0,,,0.675806686,0.629692833,0.832105158,0.855564325,0.512652004,0.679302502,,,internlm(Shanghai AI Lab),202401.0,,,,,,,,,,,,,,
internlm/internlm2-7b,InternLM2,7.0,,,0.652428476,0.580204778,0.812387971,0.838200474,0.487268393,0.630022745,,,internlm(Shanghai AI Lab),202401.0,,,,,,,,,,,,,,
deepseek-ai/deepseek-llm-67b-base,DeepSeek-LLM,67.0,2.0,804.0,0.717793274,0.65443686,0.871041625,0.841357537,0.510801367,0.567096285,,,deepseek,202311.0,,,,,,,,,,,,,,
